beta,sweep,M,absM,M2,E,E2,acceptedFlips,attemptedClusters,acceptedClusters,fixedPairCorr,corr_r1,corr_r2,corr_r3,corr_r4,corr_r5,corr_r6,corr_r7,corr_r8,corr_r9,corr_r10,corr_r50,corr_r75,corr_r100,corr_r125,corr_r150,corr_r175,corr_r200,corr_r225,corr_r250
0.2,22,-0.001336,0.001336,1.7849e-06,-0.429024,0.184062,0,151038,75428,1,0.214512,0.04972,0.014456,0.003776,0.001056,0.000568,-0.003704,-0.0012,0.000736,0.00064,-0.000376,0.00152,-0.000872,-0.000544,0.00076,-0.001176,0.003848,0.004176,-0.0012
0.2,23,-0.000224,0.000224,5.0176e-08,-0.428288,0.183431,0,150668,75340,-1,0.214144,0.047648,0.010608,0.002,0.001488,0.001344,0.002696,0.002544,0.001096,-0.0014,0.00044,-0.000168,0.001136,0.000432,-0.003232,-0.002328,0.000816,-0.00296,0.001088
0.2,24,-0.002432,0.002432,5.91462e-06,-0.427232,0.182527,0,150732,75248,-1,0.213616,0.048816,0.011792,0.003672,0.00408,0.002264,0.000976,-0.00052,-0.001616,0.001616,-0.000192,-0.001752,0.001984,0.000144,0.000128,-0.0022,-0.000672,-0.000512,-0.001456
0.2,25,0.002544,0.002544,6.47194e-06,-0.427648,0.182883,0,150690,75192,-1,0.213824,0.050032,0.012944,0.000136,-0.000912,-0.002968,0.000312,0.001344,0.00344,0.001176,-0.0008,-0.002056,-6.4e-05,0.000808,-0.000904,-0.001184,-0.000864,0.001728,-0.001824
0.2,26,-0.006336,0.006336,4.01449e-05,-0.42888,0.183938,0,150385,75027,-1,0.21444,0.048648,0.01016,0.001184,0.000848,-0.001208,-0.000496,0.001632,-0.000552,-0.000488,0.002736,0.0002,-0.00036,0.002272,0.001136,-0.001304,-0.000768,4e-05,0.000528
0.2,27,-8e-06,8e-06,6.4e-11,-0.431104,0.185851,0,150305,75512,-1,0.215552,0.049016,0.011584,0.001384,0.000912,0.002312,0.00092,0.00184,0.001848,-6.4e-05,-0.001992,-0.000288,0.001936,0.002184,0.000144,0.003512,0.000304,-0.001936,0.001552
0.2,28,0.00104,0.00104,1.0816e-06,-0.428,0.183184,0,150634,75425,1,0.214,0.047,0.011704,0.002552,0.002184,0.000768,0.001032,-0.002296,0.00104,1.6e-05,0.000168,0.000512,-0.000184,0.00236,0.000648,-0.002352,-0.000592,0.000144,0.0008
0.2,29,-0.007,0.007,4.9e-05,-0.427008,0.182336,0,150273,75386,1,0.213504,0.047544,0.011976,0.00292,-0.000152,-0.000272,0.001808,0.002464,0.003408,0.002872,-0.00064,-0.000816,0.000928,-0.000208,-0.001848,-0.001536,-0.000224,1.6e-05,-0.005472
0.2,30,0.00384,0.00384,1.47456e-05,-0.432624,0.187164,0,150584,75144,1,0.216312,0.049216,0.01224,0.000504,-0.001264,-0.002424,-0.001288,0.000344,0.000928,0.002,-0.000976,-0.003304,-0.001448,-0.003168,-0.0016,-0.002216,8e-06,0.001952,-0.002928
0.2,31,-0.000264,0.000264,6.9696e-08,-0.435408,0.18958,0,150441,75165,1,0.217704,0.051408,0.014624,0.00276,0.0004,0.000272,0.000704,0.000536,-0.00104,-0.002912,-8e-05,0.002128,0.001104,-0.000608,0.000616,1.6e-05,-0.00076,-0.001816,0.000464
0.2,32,-0.007056,0.007056,4.97871e-05,-0.432352,0.186928,0,151021,75551,1,0.216176,0.051008,0.013472,0.003008,-0.000584,-0.003912,-0.001192,0.001376,0.000888,0.001664,-0.000128,0.000688,0.001144,-0.000912,-0.001096,-0.001992,0.000504,-0.003128,-0.00088
0.2,33,-0.003392,0.003392,1.15057e-05,-0.428896,0.183952,0,150979,75459,1,0.214448,0.050896,0.014608,0.004624,0.002376,-0.000752,-0.002232,0.000192,-0.000168,-0.000304,0.001616,0.002416,-0.000192,0.000544,0.001288,0.003352,-9.6e-05,-0.000528,0.001312
0.2,34,0.000968,0.000968,9.37024e-07,-0.423472,0.179329,0,151023,75733,1,0.211736,0.04952,0.011048,0.002776,0.00292,-0.000648,0.000184,5.6e-05,0.00148,-0.000264,-0.00208,-0.002496,-0.00164,-0.001024,0.000408,4e-05,0.000152,0.000344,-0.000432
0.2,35,-4.8e-05,4.8e-05,2.304e-09,-0.426752,0.182117,0,150522,75281,1,0.213376,0.050624,0.01468,0.004632,0.002624,0.002112,-0.000312,0.000864,0.000536,0.000624,-0.000224,0.000744,8.8e-05,-0.000368,-0.000792,-0.000784,-0.001448,-0.002392,0.000848
0.2,36,-0.001152,0.001152,1.3271e-06,-0.428784,0.183856,0,150423,74895,-1,0.214392,0.050184,0.011224,0.00252,-0.001768,-0.001376,-0.001456,-0.00112,-0.001888,-0.002832,0.00044,-0.004736,-8e-06,0.000512,-0.001208,-0.000952,0.0026,0.001536,0.000112
0.2,37,0.001552,0.001552,2.4087e-06,-0.426384,0.181803,0,150884,75374,-1,0.213192,0.050512,0.010592,0.00348,0.002032,0.001824,0.003104,0.00208,-0.001528,-0.001104,-0.001176,0.000648,0.000912,0.000312,-0.001872,-0.001584,-0.000304,0.001192,0.001232
0.2,38,-0.003904,0.003904,1.52412e-05,-0.427056,0.182377,0,151028,75825,1,0.213528,0.049704,0.01364,0.006456,0.003424,-0.0018,-0.001376,0.000432,0.000608,-0.002592,0.004096,-0.000432,0.001512,0.000232,-0.001632,0.002152,6.4e-05,-0.000496,0.001712
0.2,39,-0.001944,0.001944,3.77914e-06,-0.429344,0.184336,0,150760,75153,1,0.214672,0.052536,0.011624,0.001296,0.000984,0.000424,0.000104,0.003216,0.001328,0.00364,6.4e-05,0.000672,0.00096,0.00028,0.000104,-0.002536,0.000928,-0.00096,-0.000192
0.2,40,0.003104,0.003104,9.63482e-06,-0.428128,0.183294,0,150843,75315,-1,0.214064,0.051744,0.015728,0.002336,0.000632,0.0038,0.002408,-0.000176,0.004104,0.002536,0.000272,-0.003136,0.000976,0.000272,-0.001288,0.00036,0.00048,4.8e-05,-0.000416
0.2,41,-0.000312,0.000312,9.7344e-08,-0.425984,0.181462,0,150939,75606,-1,0.212992,0.046832,0.013048,0.00544,0.002776,-0.002424,0.00088,-0.00044,-0.001072,0.000424,-0.00156,-0.0006,0.002568,0.00092,-0.000464,0.001952,-0.00292,0.00164,-0.001632
0.2,42,-0.00132,0.00132,1.7424e-06,-0.420352,0.176696,0,150931,75650,1,0.210176,0.048696,0.010216,-0.000336,-0.000512,0.000696,-0.000544,0.00148,-0.000136,-0.00148,-0.001592,-0.001832,0.001712,-0.00104,-0.000248,0,0.000456,0.000504,0.000464
0.2,43,0.00196,0.00196,3.8416e-06,-0.426624,0.182008,0,151455,75621,1,0.213312,0.050888,0.010392,0.004008,0.000192,0.00108,-0.002336,-0.001192,-0.000336,-0.000112,0.001728,-0.000784,-0.001376,0.000456,0.003904,0.000904,-0.000624,-0.001312,0.00168
0.2,44,-0.007344,0.007344,5.39343e-05,-0.425568,0.181108,0,150906,75573,-1,0.212784,0.048672,0.012168,0.002608,-0.000176,-0.001432,-0.001976,-5.6e-05,0.001096,0.000128,-0.000264,-0.000648,-0.0014,0.000152,0.00132,-0.001016,-0.004176,-0.001304,-0.00352
0.2,45,0.003384,0.003384,1.14515e-05,-0.422608,0.178598,0,151134,75590,1,0.211304,0.050256,0.013032,0.002792,0.00104,-0.001008,-0.002168,-0.00268,-0.00308,-0.00236,0.000544,0.000888,-0.002128,0.001536,0.002528,-0.00164,0.000704,0.002264,0.001328
0.2,46,0.001456,0.001456,2.11994e-06,-0.426,0.181476,0,150690,75613,-1,0.213,0.046904,0.010248,0.001984,0.000928,0.000384,-0.002056,-0.000528,0.00196,-0.002248,-0.001032,-0.000144,-0.000312,-0.0002,-0.001928,-0.000784,-0.000504,-0.000688,-0.001968
0.2,47,-0.00264,0.00264,6.9696e-06,-0.426672,0.182049,0,150554,75507,1,0.213336,0.04776,0.013152,0.003744,0.00192,-0.000936,-0.00048,0.002688,-8e-06,-0.000368,-0.000224,0.000576,0.00172,0.002696,-0.000312,-0.002816,-0.000944,-0.00016,0.002592
0.2,48,-0.007408,0.007408,5.48785e-05,-0.426592,0.181981,0,150895,75233,1,0.213296,0.04956,0.012224,0.003072,0.001792,-0.001296,-0.000216,-0.001792,0.001416,0.001488,0.0002,0.000424,-0.000688,4e-05,2.4e-05,5.6e-05,-0.002088,-0.000152,0.001664
0.2,49,0.000872,0.000872,7.60384e-07,-0.427872,0.183074,0,151096,75492,-1,0.213936,0.049248,0.011976,0.0028,0.002448,0.00148,-0.001696,-0.002168,-0.000592,-0.001744,-0.002336,-0.002296,-0.00148,0.000856,0.000424,-0.000432,0.000416,0.00108,-0.001872
0.2,50,0.000632,0.000632,3.99424e-07,-0.424096,0.179857,0,151004,75409,-1,0.212048,0.049384,0.012056,0.001784,0.001392,0.000144,-0.00116,-0.001688,-0.000416,-0.001568,0.001736,-0.000512,-0.001848,-0.000576,-0.00096,0.000256,0.001616,0.000712,-0.002384
0.2,51,-0.005008,0.005008,2.50801e-05,-0.429696,0.184639,0,151097,75405,1,0.214848,0.04888,0.011608,0.003872,0.00284,0.002152,-0.000592,0.000744,-0.00196,-0.002688,-0.000808,0.000272,0.000648,0.001192,-0.000936,0.003624,0.001496,0.002248,0.001888
0.2,52,-0.001184,0.001184,1.40186e-06,-0.429968,0.184872,0,150871,75435,-1,0.214984,0.047168,0.009856,0.005288,0.002112,-0.001168,-0.000776,0.001064,0.001392,-0.000744,0.002368,-7.2e-05,-0.0014,0.003032,-0.003192,-0.00228,0.000568,-0.000832,-0.001856
0.2,53,0.002712,0.002712,7.35494e-06,-0.427728,0.182951,0,150870,75341,1,0.213864,0.047784,0.012472,0.005592,0.00312,-0.000432,-0.000152,0.001152,0.0012,8e-06,0.000272,-0.000736,0.001096,-0.000296,0.000264,-0.000776,0.00028,-0.00056,0.001792
0.2,54,0.001632,0.001632,2.66342e-06,-0.425184,0.180781,0,151090,75743,1,0.212592,0.049112,0.010264,0.002072,-0.000888,0.001184,0.000368,0.0006,0.001256,-0.000664,8.8e-05,-0.000216,0.00072,-0.0002,-0.002808,0.001792,-0.002448,0.001288,-0.002864
0.2,55,0.006344,0.006344,4.02463e-05,-0.424192,0.179939,0,150997,75519,1,0.212096,0.049496,0.011464,0.002208,-0.000328,-0.000256,-0.000328,0.000536,-0.001616,0.001328,-0.001616,0.000688,-0.001816,-0.001616,0.00184,-0.001752,-7.2e-05,1.6e-05,-0.00032
0.2,56,0.003888,0.003888,1.51165e-05,-0.431712,0.186375,0,150716,75068,-1,0.215856,0.050712,0.012392,0.002032,0.001368,-0.001056,-0.000528,-0.000192,-8e-06,0.000784,-0.000792,-0.002696,0.001488,0.000248,-0.000928,0.00248,-0.002656,-0.001104,0.002592
0.2,57,0.00408,0.00408,1.66464e-05,-0.4312,0.185933,0,150696,75405,-1,0.2156,0.046928,0.011904,0.006088,0.0038,0.002904,0.000504,0.000616,-0.003416,-0.001,-0.002904,0.000624,-0.00076,-0.003752,0.004568,0.00176,-0.00264,0.001416,-0.000448
0.2,58,-0.000368,0.000368,1.35424e-07,-0.430096,0.184983,0,150446,75086,1,0.215048,0.048536,0.013976,0.00564,0.002696,0.000888,-0.000344,-0.001848,-0.000696,0.002488,-0.001592,-0.000632,-0.000936,0.000256,-0.002568,-8e-05,-0.000568,0.002744,0.000112
0.2,59,0.00436,0.00436,1.90096e-05,-0.425936,0.181421,0,151007,75552,1,0.212968,0.0468,0.013,0.004464,0.002104,0.001032,0.001592,0.003664,0.00112,-0.000592,0.00132,0.000688,-0.004096,-0.000656,-0.0004,-0.000944,0.002464,9.6e-05,0.001696
0.2,60,-0.004064,0.004064,1.65161e-05,-0.428096,0.183266,0,150809,74906,1,0.214048,0.049872,0.012272,0.00296,-0.000576,-0.00068,0.000768,-0.000456,-0.002216,-0.003352,0.00256,-0.002624,0.002,0.001376,-0.00256,-3.2e-05,-0.000872,0.000424,-0.000176
0.2,61,-0.000512,0.000512,2.62144e-07,-0.428048,0.183225,0,150486,75255,-1,0.214024,0.04812,0.0112,0.00308,0.001224,-8e-06,-0.00052,-0.002432,-0.003552,-0.000952,-0.001384,0.001088,0.001312,0.003904,-0.001584,0.001744,0.002632,0.000496,-0.002688
0.2,62,-0.001872,0.001872,3.50438e-06,-0.425568,0.181108,0,150868,75287,-1,0.212784,0.049344,0.01132,0.005296,0.001272,0.00128,-9.6e-05,4e-05,0.00028,0.00076,0.00224,-0.00096,-0.000416,0.000544,-0.002256,-0.00108,-0.00076,0.00196,-0.001888
0.2,63,0.002976,0.002976,8.85658e-06,-0.431184,0.18592,0,150886,75452,-1,0.215592,0.04956,0.01244,1.6e-05,0.000504,0.000816,0.00164,0.000168,0.000112,5.6e-05,-0.003592,0.000376,0.00188,-0.002152,0.000664,-0.00196,8e-05,-0.003256,0.000592
0.2,64,0.002872,0.002872,8.24838e-06,-0.428464,0.183581,0,151000,75501,1,0.214232,0.052192,0.011176,0.002128,-0.001136,0.00076,0.001424,0.003,0.003864,0.001768,-0.000832,-0.00012,-0.000808,0.001048,0.00012,-0.000216,0.001256,0.000608,0.004096
0.2,65,0.002128,0.002128,4.52838e-06,-0.431408,0.186113,0,150756,75166,1,0.215704,0.046336,0.009096,0.003056,0.001128,0.00028,9.6e-05,-0.001216,-0.0018,0.000512,-0.001992,-0.001536,0.001608,-4e-05,-0.001864,0.00232,-0.000312,0.002496,-0.000576
0.2,66,-0.001984,0.001984,3.93626e-06,-0.426432,0.181844,0,150449,75031,1,0.213216,0.047784,0.009944,0.003896,0.00248,-0.0008,0.001168,-0.000696,-0.00156,-0.001176,-0.000512,-0.00136,0.000216,0.000144,0.000488,8.8e-05,0.001104,0.001224,0.003008
0.2,67,-8.8e-05,8.8e-05,7.744e-09,-0.428528,0.183636,0,151167,75406,-1,0.214264,0.047168,0.01084,0.004856,0.001864,-0.000808,0.001328,-0.000552,-0.000168,-0.00052,0.000664,-0.000792,0.001504,-0.000608,-0.001312,-0.00132,-0.001672,-0.002584,-0.001168
0.2,68,-0.00032,0.00032,1.024e-07,-0.432832,0.187344,0,150920,75309,-1,0.216416,0.05244,0.012464,0.002768,-0.000656,-0.000648,0.000112,-0.001952,-0.00056,-0.002744,0.00252,0.001016,0.000504,-0.002096,-0.000752,0.00128,0.000512,-0.000488,-0.003888
0.2,69,-0.000192,0.000192,3.6864e-08,-0.426576,0.181967,0,150614,75189,-1,0.213288,0.048848,0.011296,0.0044,0,0.00052,-0.001224,-0.001368,-0.002024,-0.000472,0.000552,-0.000944,0.000328,0.0004,0.00132,0.001176,-5.6e-05,0.001552,0.00224
0.2,70,0.00364,0.00364,1.32496e-05,-0.424256,0.179993,0,150869,75461,1,0.212128,0.047,0.010032,0.001816,0.000656,-0.001648,-0.00064,0.002064,0.001552,0.000104,-0.001608,-0.001512,-0.002672,0.000488,0.001648,0.001192,-0.001928,-0.000744,0.003136
0.2,71,-0.001832,0.001832,3.35622e-06,-0.43208,0.186693,0,150884,75607,-1,0.21604,0.050752,0.013256,0.003936,-0.000464,-0.000648,0.00068,-0.0006,-0.000784,9.6e-05,8e-06,0.000776,-0.002712,-0.00136,-0.001048,0.002512,-0.00112,0.005136,-0.000496
0.2,72,0.005552,0.005552,3.08247e-05,-0.432944,0.187441,0,150457,75490,1,0.216472,0.051392,0.013992,0.00392,0.003456,0.001696,0.001344,-0.000544,-0.001152,0.000408,-0.002496,-0.001128,0.002584,0.001536,0.001008,-0.0032,0.001392,-0.0008,-0.003472
0.2,73,-0.001328,0.001328,1.76358e-06,-0.432592,0.187136,0,150346,75328,-1,0.216296,0.051336,0.012504,0.001216,0.000544,-0.002384,-0.001888,-0.002688,-0.003096,-0.0012,0.00028,0.000272,0.00052,-0.00028,0.001624,-0.000368,0.000496,-0.000864,-0.004704
0.2,74,0.006424,0.006424,4.12678e-05,-0.432592,0.187136,0,150253,75187,1,0.216296,0.051008,0.013808,0.0048,0.001616,-0.000696,-0.000776,0.003088,0.003152,-9.6e-05,-0.00076,-0.000992,-0.002744,-0.001552,0.001104,-0.000368,-0.002232,0.000376,0.000496
0.2,75,0.000928,0.000928,8.61184e-07,-0.42216,0.178219,0,150428,75239,1,0.21108,0.048336,0.00952,-0.000168,0.000264,0.00428,-0.000704,-0.003112,-0.000112,0.00148,0.001696,0.000608,0.000816,-0.000688,-0.002616,0.003312,-0.0002,-0.001432,0.00056
0.2,76,0.000968,0.000968,9.37024e-07,-0.4288,0.183869,0,150940,75601,1,0.2144,0.049152,0.011784,0.004344,0.001976,0.000848,-0.000712,-0.00148,0.000336,0.001432,-0.000576,-0.00224,2.4e-05,-0.001424,0.002656,8e-05,-1.6e-05,0.000544,0.001312
0.2,77,-0.001832,0.001832,3.35622e-06,-0.42464,0.180319,0,150620,75470,1,0.21232,0.0492,0.013096,0.002728,0.000832,-0.000584,0.00048,0.00304,0.000448,0.000224,0.000816,0.001776,-0.00104,-0.003264,0.00148,-0.000488,0.000256,0.00028,0.002032
0.2,78,0.003128,0.003128,9.78438e-06,-0.429872,0.18479,0,150717,75557,-1,0.214936,0.049704,0.011024,0.00124,0.00032,0.001568,0.003176,-0.000688,-0.000504,-0.002112,-0.000912,0.002496,-0.000136,-0.002024,-0.000208,-0.000664,-0.001768,0.001736,-0.003552
0.2,79,0.001128,0.001128,1.27238e-06,-0.427696,0.182924,0,150731,75563,-1,0.213848,0.051696,0.013984,0.002944,-0.0002,-0.002488,0.000504,-0.001032,-0.001656,-0.000896,-0.000544,0.000848,-0.0006,0.000144,0.000944,0.001344,0.002096,-0.002424,0.002832
0.2,80,0.000224,0.000224,5.0176e-08,-0.425824,0.181326,0,150515,75185,1,0.212912,0.049312,0.010552,0.000696,-2.4e-05,0.000768,0.000664,0.001104,0.001056,-0.000968,0.002016,0.000512,-0.002656,0.00296,0.002488,-0.000264,-0.001392,0.0018,-0.000144
0.2,81,-0.000248,0.000248,6.1504e-08,-0.423952,0.179735,0,151153,75705,1,0.211976,0.050232,0.012288,0.003672,-0.000312,0.002376,0.001992,0.00204,0.003216,0.000464,-0.004592,-0.001504,0.000296,0.001048,0.00012,-0.000368,-0.002784,0.001624,0.000768
0.2,82,0.001424,0.001424,2.02778e-06,-0.429024,0.184062,0,151061,75579,-1,0.214512,0.049936,0.011384,0.002056,-0.00172,-0.001952,-0.002248,0.000184,0.000184,-0.000592,-0.000136,-0.001088,0.001216,-0.002136,0.000992,0.0004,-0.000832,0.00204,-0.001312
0.2,83,-0.002512,0.002512,6.31014e-06,-0.423584,0.179423,0,151088,75394,1,0.211792,0.047872,0.012088,0.00136,-0.002392,0.001104,0.003072,0.001792,0.00164,0.000936,0.00084,-0.003328,-0.003168,-0.000432,-0.001968,0.000848,-0.00036,-0.001672,0.001776
0.2,84,0.000552,0.000552,3.04704e-07,-0.428816,0.183883,0,151209,75658,1,0.214408,0.049664,0.010632,0.001368,-0.000528,-0.000464,-0.00028,9.6e-05,0.000792,5.6e-05,-0.00092,-0.00068,0.002528,-0.003048,0.000408,0.001024,0.001464,0.003216,-0.000928
0.2,85,0.00604,0.00604,3.64816e-05,-0.431808,0.186458,0,150357,75493,-1,0.215904,0.048032,0.008008,-0.000696,-0.002112,-0.003688,0.00036,8e-05,0.001008,0.003728,-0.002232,0.000616,-0.000272,-0.002584,0.000624,0.00116,0.00036,-0.001248,0.005456
0.2,86,0.003488,0.003488,1.21661e-05,-0.433296,0.187745,0,150643,75382,1,0.216648,0.048568,0.011808,0.003008,0.002464,0.004448,0.002624,-0.00044,-0.001808,0.000496,-0.000744,-0.001424,0.00144,-0.00264,0.000304,0.003136,0.00064,-0.00272,0.006208
0.2,87,0.000496,0.000496,2.46016e-07,-0.435024,0.189246,0,150179,75216,1,0.217512,0.051584,0.014912,0.004,-0.002296,0.00076,0.001312,-0.000384,-0.0008,0.00112,-0.001376,-0.00176,-0.003616,-0.00344,-0.0002,-0.001136,-0.003176,-0.001984,0.001376
0.2,88,0.002808,0.002808,7.88486e-06,-0.433872,0.188245,0,150658,75043,-1,0.216936,0.04948,0.014112,0.00356,-0.000792,-0.000712,0.003848,0.00132,-0.000976,-0.002896,-0.000248,0.001136,-0.0006,-0.000736,-0.001776,-0.000648,0.002448,0.00276,0.004192
0.2,89,0.000368,0.000368,1.35424e-07,-0.426512,0.181912,0,150881,75313,1,0.213256,0.047576,0.010512,0.001672,0.000808,-0.003136,-0.000392,-0.001584,-0.001,-0.001352,0.001208,-0.00116,0.000256,-0.00324,1.6e-05,0.000584,0.00188,-0.002248,-0.00176
0.2,90,0.001032,0.001032,1.06502e-06,-0.426928,0.182268,0,151022,75760,1,0.213464,0.051176,0.011216,0.003776,0.001656,-1.6e-05,-0.001032,-0.000208,0.000424,0.000776,-0.00076,0.000168,6.4e-05,0.000104,-0.000688,-0.000144,0.001496,0.000792,0.00136
0.2,91,0.002312,0.002312,5.34534e-06,-0.426096,0.181558,0,151242,75572,-1,0.213048,0.048784,0.010352,0.000944,-0.001448,-0.003552,-0.000256,-0.001536,0.000288,-0.001352,-0.001152,-0.001104,0.002384,-0.00104,-0.00152,0.002408,-0.001136,-0.00048,0.002032
0.2,92,0.000184,0.000184,3.3856e-08,-0.423648,0.179478,0,151258,75730,1,0.211824,0.046816,0.010848,0.00184,0.001184,-0.000848,0.000672,-6.4e-05,0.000312,0.002168,0.000328,-0.002368,-0.005048,0.001728,0.000752,-0.0026,-5.6e-05,0.003312,-0.001584
0.2,93,0.006776,0.006776,4.59142e-05,-0.425104,0.180713,0,151070,75768,1,0.212552,0.04928,0.013288,0.004184,0.000936,0.001816,-0.000464,-0.00136,0.000888,-0.000144,-0.001656,4e-05,0.00044,0.002832,-8e-06,0.000608,-0.001288,0.000512,0.00304
0.2,94,0.00256,0.00256,6.5536e-06,-0.426736,0.182104,0,151285,75589,-1,0.213368,0.050112,0.012976,0.002728,-0.001368,-0.000504,6.4e-05,-0.000768,-0.00152,-0.002552,1.6e-05,0.001624,0.001216,-0.000216,0.001752,0.0004,0.000576,0.002576,0.000448
0.2,95,0.005032,0.005032,2.5321e-05,-0.433088,0.187565,0,150017,75002,1,0.216544,0.050344,0.013288,0.001704,-0.001224,0.000736,0.000416,-0.000216,-0.0008,-0.002096,-0.000912,0.001792,0.001008,3.2e-05,0.000376,-0.001664,-3.2e-05,0.000232,0.00168
0.2,96,0.00048,0.00048,2.304e-07,-0.430496,0.185327,0,150888,75521,-1,0.215248,0.052488,0.01484,0.00688,0.002584,0.001528,-0.000376,-0.001024,0.000616,-0.000112,0.000496,0.001264,0.001128,0.001672,0.002664,-0.00104,-0.001232,-0.000368,-0.002592
0.2,97,0.002592,0.002592,6.71846e-06,-0.430592,0.185409,0,151059,75534,1,0.215296,0.050192,0.012168,0.005136,0.001968,0.001832,0.003224,0.000344,0.001504,0.001712,0.001368,0.00084,0.001352,0.000104,-0.001616,0.000904,-7.2e-05,0.001096,-0.00248
0.2,98,-0.006248,0.006248,3.90375e-05,-0.422688,0.178665,0,150618,75162,1,0.211344,0.044992,0.00992,0.000352,-0.002136,0.001216,0.002376,-0.001216,0.002848,0.001336,-0.000456,-0.003176,0.00068,-0.000384,0.000552,-0.001568,0.000792,0.0016,0.000208
0.2,99,0.000352,0.000352,1.23904e-07,-0.425792,0.181299,0,151114,75416,-1,0.212896,0.047176,0.012872,0.0076,0.002736,0.001712,0.00012,0.00136,0.0006,0.00072,-0.002784,-0.002504,-0.000376,-0.001256,-0.002224,0.000448,8e-05,0.001528,9.6e-05
0.2,100,0.002744,0.002744,7.52954e-06,-0.423296,0.17918,0,151135,75266,-1,0.211648,0.04716,0.010624,0.002024,0.001264,-0.00072,-0.0006,0.002096,-0.000376,0.001184,0.000448,0.000456,0.002376,-0.000848,0.001128,-0.000296,-0.002904,0.00072,-0.00256
0.2,101,0.005304,0.005304,2.81324e-05,-0.421888,0.177989,0,151099,75868,1,0.210944,0.04496,0.011384,0.001624,0.002464,0.003968,0.00332,0.00112,0.001424,-0.000248,-0.0036,0.00024,-0.002056,0.000416,0.00016,-0.002032,0.000552,-0.000552,-0.001984
0.2,102,-0.00232,0.00232,5.3824e-06,-0.429648,0.184597,0,150814,75297,-1,0.214824,0.05088,0.011584,0.000232,-0.000704,-0.000888,0.001504,0.001016,0.0012,-0.000512,-0.001528,-0.00036,-0.00144,0.00168,-0.0008,-0.001904,0.000376,-0.001024,-0.001328
0.2,103,0.001928,0.001928,3.71718e-06,-0.430992,0.185754,0,151035,75275,-1,0.215496,0.052952,0.013032,0.003912,0.001208,0.000712,-0.001592,0.002096,0.002504,0.00044,-0.000272,0.001368,0.001168,0.003448,0.001064,0.00284,0.000152,0.00056,0.002
0.2,104,-0.0036,0.0036,1.296e-05,-0.43296,0.187454,0,150744,75260,-1,0.21648,0.052224,0.011232,0.00156,0.00184,0.001008,0.002,0.00112,0.003008,0.001008,-0.002376,0.00028,-0.000776,-0.00044,0.001616,-0.0016,-0.002056,-0.001464,0.00032
0.2,105,-0.003192,0.003192,1.01889e-05,-0.427904,0.183102,0,150449,75208,-1,0.213952,0.049792,0.011712,0.003304,-0.000888,-0.002224,-0.001824,-0.000664,0.00084,0.000208,-0.001464,0.00132,0.001056,-0.000208,0.00192,0.000576,-0.000472,8.8e-05,-0.001936
0.2,106,0.003128,0.003128,9.78438e-06,-0.423408,0.179274,0,150874,75192,1,0.211704,0.046544,0.01028,0.003864,0.003024,0.001264,3.2e-05,-0.003264,-0.000768,-0.001896,0.001432,-0.001056,0.000392,-0.001776,-0.000672,-0.000864,-2.4e-05,-0.000728,-0.000416
0.2,107,0.003024,0.003024,9.14458e-06,-0.429136,0.184158,0,150936,75393,-1,0.214568,0.048528,0.010536,0.002568,0.000816,-0.000184,0.000648,-0.002616,-0.002264,-0.000136,0.004,-0.000408,-0.001832,-0.000424,0.003504,0.00156,0.000344,0.000896,-0.002064
0.2,108,0.001504,0.001504,2.26202e-06,-0.429728,0.184666,0,150960,75399,-1,0.214864,0.047752,0.013232,0.00212,-0.002672,-0.003696,-0.002272,0.001208,0.00212,0.002024,-0.000752,-0.002336,-0.000168,-0.000552,0.00016,-1.6e-05,-0.000568,5.6e-05,0.001136
0.2,109,-0.002592,0.002592,6.71846e-06,-0.433696,0.188092,0,150718,75423,-1,0.216848,0.052152,0.012096,0.005296,0.002576,0.00156,-0.000344,0.001456,-0.001104,-0.001448,0.001848,-0.000464,0.002768,0.00108,0.000672,-0.000792,0.002096,0.000128,0.002656
0.2,110,-0.00352,0.00352,1.23904e-05,-0.4256,0.181135,0,150328,75563,1,0.2128,0.047016,0.012464,0.003072,-0.001016,0.000352,0.001088,0.00148,0.000728,-0.00176,-0.000256,0.003728,-0.001688,0.002592,-0.000856,0,-1.6e-05,-6.4e-05,0.003696
0.2,111,-0.00108,0.00108,1.1664e-06,-0.427872,0.183074,0,150961,75138,1,0.213936,0.048632,0.009064,0.00156,-0.001896,-0.001944,-0.001904,-0.001952,-0.001,-0.000712,-0.00072,0.001576,-0.000304,0.003808,-0.00164,-0.000936,0.001616,0.002744,0.002352
0.2,112,0.000984,0.000984,9.68256e-07,-0.42256,0.178557,0,151152,75711,-1,0.21128,0.049408,0.011456,0.003192,0.00168,0.00132,-0.000992,-0.000208,0.002296,0.001048,0.001088,0.001624,0.000592,0.001552,-0.002408,0.000656,0.000168,0.00036,0.000592
